SMILES,logPapp,n_measurements,label_mean,label_median,label_std,label_min,label_max,label_range
COc1cc2nc(N3CCN(C(=O)c4occc4Cl)CC3)nc(N)c2cc1OC,-4.8899999,1,-4.8899999,-4.8899999,,-4.8899999,-4.8899999,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,-4.48,1,-4.48,-4.48,,-4.48,-4.48,0.0
COc1cc2oc(-c3ccc(O)c(O)c3)c(OC)c(=O)c2c(O)c1OC,-5.0900002,2,-5.0900002,-5.0900002,0.0,-5.0900002,-5.0900002,0.0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,-4.8411663,2,-4.8411663,-4.8411663,0.0016491144350830353,-4.8423324,-4.8400002,0.0023321999999996734
COc1ccc(-c2cc(=O)c3c(O)cc(OC4O[C@H](CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,-6.1599998,1,-6.1599998,-6.1599998,,-6.1599998,-6.1599998,0.0
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,-6.9204097,1,-6.9204097,-6.9204097,,-6.9204097,-6.9204097,0.0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,-4.5307834,2,-4.5307834,-4.5307834,0.0011076120620504282,-4.5315666,-4.5300002,0.0015663999999997458
COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,-4.5595455,1,-4.5595455,-4.5595455,,-4.5595455,-4.5595455,0.0
COc1ccc(-c2cc(=O)c3ccc(OC)cc3o2)cc1,-4.6010299,1,-4.6010299,-4.6010299,,-4.6010299,-4.6010299,0.0
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,-4.5296774,2,-4.5296774,-4.5296774,0.00045650813793428753,-4.5300002,-4.5293546,0.000645600000000357
COc1ccc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)c3ccc(OC)c(C)c3n2)cc1,-5.0500002,1,-5.0500002,-5.0500002,,-5.0500002,-5.0500002,0.0
COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc1,-5.8378239,1,-5.8378239,-5.8378239,,-5.8378239,-5.8378239,0.0
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc1,-6.2292061,1,-6.2292061,-6.2292061,,-6.2292061,-6.2292061,0.0
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O[C@H]2OC[C@H](O)[C@@H](O)[C@@H]2O)cc1,-6.5595455,1,-6.5595455,-6.5595455,,-6.5595455,-6.5595455,0.0
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,-6.4910722,1,-6.4910722,-6.4910722,,-6.4910722,-6.4910722,0.0
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,-5.1900001,1,-5.1900001,-5.1900001,,-5.1900001,-5.1900001,0.0
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,-5.0013065,1,-5.0013065,-5.0013065,,-5.0013065,-5.0013065,0.0
COc1ccc(/C(=C\C(N)=O)c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)cc1F,-4.48,2,-4.48,-4.48,0.0,-4.48,-4.48,0.0
COc1ccc(/C=C/CCO)cc1OC,-4.8428431,1,-4.8428431,-4.8428431,,-4.8428431,-4.8428431,0.0
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,-5.6300001,2,-5.6300001,-5.6300001,0.0,-5.6300001,-5.6300001,0.0
COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC,-4.5497985,1,-4.5497985,-4.5497985,,-4.5497985,-4.5497985,0.0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,-4.5799999,1,-4.5799999,-4.5799999,,-4.5799999,-4.5799999,0.0
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,-4.9612799,1,-4.9612799,-4.9612799,,-4.9612799,-4.9612799,0.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,-5.1500001,1,-5.1500001,-5.1500001,,-5.1500001,-5.1500001,0.0
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,-4.6599998,1,-4.6599998,-4.6599998,,-4.6599998,-4.6599998,0.0
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,-4.451482049999999,2,-4.451482049999999,-4.451482049999999,0.002096218052827232,-4.4529643,-4.4499998,0.0029645000000000366
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,-4.7399998,1,-4.7399998,-4.7399998,,-4.7399998,-4.7399998,0.0
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,-4.4043612,1,-4.4043612,-4.4043612,,-4.4043612,-4.4043612,0.0
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,-4.1700001,1,-4.1700001,-4.1700001,,-4.1700001,-4.1700001,0.0
COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,-4.6479459,1,-4.6479459,-4.6479459,,-4.6479459,-4.6479459,0.0
COc1ccc2c(O[C@@H]3CC4C(=O)N[C@]5(C(=O)O)C[C@@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1,-5.6599998,1,-5.6599998,-5.6599998,,-5.6599998,-5.6599998,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCN(C)C(=O)[C@@H]4C3)nc(-c3ccccc3)nc2c1C,-4.5900002,1,-4.5900002,-4.5900002,,-4.5900002,-4.5900002,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3cccc(C(C)C)n3)nc2c1C,-4.9204097,1,-4.9204097,-4.9204097,,-4.9204097,-4.9204097,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1,-4.8880281,1,-4.8880281,-4.8880281,,-4.8880281,-4.8880281,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,-5.0778604,1,-5.0778604,-5.0778604,,-5.0778604,-5.0778604,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1Cl,-5.238286,1,-5.238286,-5.238286,,-5.238286,-5.238286,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-n3ccc(C(C)C)n3)nc2c1C,-4.8219547,1,-4.8219547,-4.8219547,,-4.8219547,-4.8219547,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3ccc(F)cc3)nc2c1,-4.6999998,1,-4.6999998,-4.6999998,,-4.6999998,-4.6999998,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3ccc(F)cc3)nc2c1C,-4.4899998,1,-4.4899998,-4.4899998,,-4.4899998,-4.4899998,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3cccc(F)c3)nc2c1C,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3ccccc3)nc2c1,-4.8899999,1,-4.8899999,-4.8899999,,-4.8899999,-4.8899999,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3ccccc3)nc2c1C,-4.8899999,1,-4.8899999,-4.8899999,,-4.8899999,-4.8899999,0.0
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3nc(C(C)C)cs3)nc2c1,-5.2199998,1,-5.2199998,-5.2199998,,-5.2199998,-5.2199998,0.0
COc1ccc2c(O[C@H]3C[C@H]4C(=O)NCCCCC/C=C\[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5CC5)NC(=O)[C@@H]4C3)nc(-c3ccc(F)cc3)nc2c1C,-4.4899998,1,-4.4899998,-4.4899998,,-4.4899998,-4.4899998,0.0
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,-4.7399998,1,-4.7399998,-4.7399998,,-4.7399998,-4.7399998,0.0
COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,-4.628932,1,-4.628932,-4.628932,,-4.628932,-4.628932,0.0
COc1ccc2c(c1)[C@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@@H]5C[C@@H]43,-4.5717444,1,-4.5717444,-4.5717444,,-4.5717444,-4.5717444,0.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-4.6900001,1,-4.6900001,-4.6900001,,-4.6900001,-4.6900001,0.0
COc1ccc2c(c1OC)C[N+]1(Cc3ccc(Cl)cc3)CCc3cc4c(cc3C1C2)OCO4.[Cl-],-6.2314224,1,-6.2314224,-6.2314224,,-6.2314224,-6.2314224,0.0
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,-4.2800002,1,-4.2800002,-4.2800002,,-4.2800002,-4.2800002,0.0
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,-4.0900002,1,-4.0900002,-4.0900002,,-4.0900002,-4.0900002,0.0
COc1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,-5.9593034,1,-5.9593034,-5.9593034,,-5.9593034,-5.9593034,0.0
COc1ccc2cc(C(C)C(=O)[O-])ccc2c1.[Na+],-4.3299999,1,-4.3299999,-4.3299999,,-4.3299999,-4.3299999,0.0
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,-4.6599998,1,-4.6599998,-4.6599998,,-4.6599998,-4.6599998,0.0
COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,-4.1877432,1,-4.1877432,-4.1877432,,-4.1877432,-4.1877432,0.0
COc1ccc2cc3[n+](cc2c1O)CCc1cc2c(cc1-3)OCO2,-4.8815303,1,-4.8815303,-4.8815303,,-4.8815303,-4.8815303,0.0
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,-4.21534825,2,-4.21534825,-4.21534825,0.06314739327640563,-4.2600002,-4.1706963,0.08930389999999999
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3Br)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,-4.8569851,1,-4.8569851,-4.8569851,,-4.8569851,-4.8569851,0.0
COc1cccc(-n2c(=O)n(Cc3ccccc3C#N)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,-4.5917602,1,-4.5917602,-4.5917602,,-4.5917602,-4.5917602,0.0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,-6.0999999,1,-6.0999999,-6.0999999,,-6.0999999,-6.0999999,0.0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@H]3O[C@@H]1C[C@@H](N)[C@@H](O)[C@@H](C)O1,-6.5900002,1,-6.5900002,-6.5900002,,-6.5900002,-6.5900002,0.0
COc1cncc(-c2nccc(-c3cc4c([nH]3)C3(CCCNC3)CNC4=O)n2)c1,-5.6999998,1,-5.6999998,-5.6999998,,-5.6999998,-5.6999998,0.0
COc1cnn(C)c(=O)c1-c1ccc(C[C@@H](CO)NC(=O)c2c(Cl)cccc2Cl)cc1,-5.6010299,1,-5.6010299,-5.6010299,,-5.6010299,-5.6010299,0.0
CS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCC1CCN(C(=N)N)CC1,-6.5611248,1,-6.5611248,-6.5611248,,-6.5611248,-6.5611248,0.0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N/C(=C1\C(=O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2,-5.8899999,1,-5.8899999,-5.8899999,,-5.8899999,-5.8899999,0.0
CS(=O)(=O)Nc1cccc(Cn2cnc3ccccc32)c1,-4.63039205,2,-4.63039205,-4.63039205,0.0005543010057721767,-4.630784,-4.6300001,0.0007839000000000595
CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)cc1,-5.5,1,-5.5,-5.5,,-5.5,-5.5,0.0
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,-7.3800001,1,-7.3800001,-7.3800001,,-7.3800001,-7.3800001,0.0
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,-7.02,1,-7.02,-7.02,,-7.02,-7.02,0.0
CSc1ccc2ncn(/C=C/C(=O)O)c(=O)c2c1,-4.942493649999999,2,-4.942493649999999,-4.942493649999999,0.06011319807833334,-4.9850001,-4.8999872,0.08501289999999972
CSc1nc2cc(C(=O)N3CCC(C)CC3)ccc2[nH]1,-4.5418172,1,-4.5418172,-4.5418172,,-4.5418172,-4.5418172,0.0
C[C@@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)c1ccc(-c2cc(Cl)cc(Cl)c2-c2nnn(C)n2)cc1F,-4.5528421,1,-4.5528421,-4.5528421,,-4.5528421,-4.5528421,0.0
C[C@@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)c1ccc(-c2cc(Cl)cc(F)c2-c2nnn(C)n2)cc1F,-4.6382723,1,-4.6382723,-4.6382723,,-4.6382723,-4.6382723,0.0
C[C@@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)c1ccc(-c2cc(Cl)ccc2-c2nnn(C)n2)cc1F,-4.5528421,1,-4.5528421,-4.5528421,,-4.5528421,-4.5528421,0.0
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)N(C)C(=O)[C@@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.7423639,1,-6.7423639,-6.7423639,,-6.7423639,-6.7423639,0.0
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)N(C)C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C1=O,-6.5700002,1,-6.5700002,-6.5700002,,-6.5700002,-6.5700002,0.0
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.3989701,1,-6.3989701,-6.3989701,,-6.3989701,-6.3989701,0.0
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C1=O,-6.3005152,1,-6.3005152,-6.3005152,,-6.3005152,-6.3005152,0.0
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.2209244,1,-6.2209244,-6.2209244,,-6.2209244,-6.2209244,0.0
C[C@@H]1C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N1C,-5.0999999,1,-5.0999999,-5.0999999,,-5.0999999,-5.0999999,0.0
C[C@@H]1C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N1C,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
C[C@@H]1C(=O)N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N1C,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
C[C@@H]1C(=O)N[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](C)C(=O)N1C,-4.6999998,1,-4.6999998,-4.6999998,,-4.6999998,-4.6999998,0.0
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,-4.51952005,2,-4.51952005,-4.51952005,0.0006787517992608195,-4.52,-4.5190401,0.0009598999999997915
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,-4.7784066,1,-4.7784066,-4.7784066,,-4.7784066,-4.7784066,0.0
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,-4.8400002,1,-4.8400002,-4.8400002,,-4.8400002,-4.8400002,0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-4.82032845,2,-4.82032845,-4.82032845,0.01367749575781315,-4.8299999,-4.810657,0.01934289999999983
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC1O[C@@H](CC(=O)O)[C@H](O)[C@@H](O)[C@@H]1O,-5.979651,1,-5.979651,-5.979651,,-5.979651,-5.979651,0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,-6.3982739,1,-6.3982739,-6.3982739,,-6.3982739,-6.3982739,0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O,-6.1199999,1,-6.1199999,-6.1199999,,-6.1199999,-6.1199999,0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,-6.54,1,-6.54,-6.54,,-6.54,-6.54,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C1=O,-5.1500001,1,-5.1500001,-5.1500001,,-5.1500001,-5.1500001,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C1=O,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C1=O,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.0,1,-5.0,-5.0,,-5.0,-5.0,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C1=O,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C1=O,-5.0,1,-5.0,-5.0,,-5.0,-5.0,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC1=O,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC1=O,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C1=O,-5.3000002,1,-5.3000002,-5.3000002,,-5.3000002,-5.3000002,0.0
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C1=O,-5.8200002,1,-5.8200002,-5.8200002,,-5.8200002,-5.8200002,0.0
