SMILES,CL
CC[C@H](Cc1c(ccs1)Cl)Nc2c3ccn(c3ncn2)[C@@H]4C[C@@H]([C@H]([C@H]4O)O)C(=O)NCC,12
O=S(=O)(N1Cc2cc(ccc2N(Cc3cnc[nH]3)C[C@H]1Cc4ccccc4)C#N)c5cccs5,9.6
CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,4.3
CNCC[C@@H](Oc1ccccc1C)c2ccccc2,9.3
Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,0.51
[H]N=C(c1ccc(cc1)N([H])Cc1nc2cc(ccc2n1C)C(N(CCC(=O)O[H])c1ccccn1)=O)N([H])[H],1.93
CN1[C@@H](C[C@@H](O)C1=O)c2cccnc2,1.8
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2,5.1
O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)ON(=O)=O,6.2
CN1C=CNC1=S,3.7
N(CCO[S](C)(=O)=O)(CC[Br])C(=C(C(NCCO[P](=O)(O)O)=O)C=C1N(=O)=O)C(N(=O)=O)=C1,44.8
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,2.9
O=c1n(c2c([nH]1)nccc2)C1CCN(CC1)C(=O)N[C@H]1C(=O)N(CC(F)(F)F)C[C@@H](CC1)c1c(F)c(F)ccc1,5.8
CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CCCN3CCN(CC3)c4c(cncn4)OC,6.44
C(N[C@H](C(N[C@@H](CC(C)C)[B](O)O)=O)[C@@H](C)O)(=O)C(=NC(=C1)C(=C2)C=CC=C2)C=C1,0.29
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,7.2
C(P(O)(O)=O)(P(O)(O)=O)(Cl)Cl,1.6
CS(=O)(=O)[N@@](N(S(=O)(=O)C)C(=O)NC)CCCl,23.1
c12c(c(c(C(O)=O)cn1CC)=O)cnc(n2)N1CCNCC1,2.84
c1cc(ccc1c2cc(=O)c3c(o2)cc(c(c3O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,46.58
CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3,4.7
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,1.2
[H]/N=C(/c1cccc(c1)C[C@H]([C@@H](C)NC(=O)c2ccc(cc2)c3cc[n+](cc3)[O-])C(=O)OC)\N,7.38
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)ccc(Cl)c4[C@@]3(C)O,2
c1(N2CCCCC2)cc(n(=O)c(n1)N)N,11.5
c12ccccc1c(c(c(n2)C1CC1)\C=C\[C@H](C[C@H](CC(=O)O)O)O)c1ccc(cc1)F,5.85
c1c(c(nc(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)N)F,5.09
C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@@]12O,2.3
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,0.47
Cn1nc(nn1)c2ccc(cn2)c3ccc(cc3F)N4C[C@@H](OC4=O)CO,1.19
C(C(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO)C\C=C/CCCCC,0.32
Cn1cncc1[C@@](c2ccc(cc2)Cl)(c3ccc4c(c3)c(cc(=O)n4C)c5cccc(c5)Cl)N,5.03
C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,1
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)N(=O)=O,2.4
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,3.3
CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,2.3
OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)n1cnc2c(N)nc(nc12)n1ncc(c1)C(=O)NC,7.3
c1(c(ccc(c1)S(=O)(=O)N)OC)C(NC[C@@H]1[N@@](CCC1)CC)=O,1.9
CC(C)NCC(O)COc1ccc(CC(=O)N)cc1,2.5
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,5.6
CN1CCCCC1C(=O)Nc2c(C)cccc2C,6.8
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,3.4
c12c3C=4[C@H]([N@@](C[C@@H](C4)C(N[C@@H](CC)CO)=O)C)Cc1c[nH]c2ccc3,7.18
c12c(ccc(c1F)Cl)[nH]c(c2P(=O)(c1cc(cc(c1)/C=C/C#N)C)OC)C(=O)N,1.83
CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O,3.5
CN(C)Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,6.2
CCN(CC)CCOC(=O)C(Cc1cccc2c1cccc2)CC3CCCO3,10.8
N1C(\C(c2ccccc12)=C/c1[nH]c(cc1C)C)=O,14
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,1.1
C1(=O)[C@@]2(C\C=C(\C)C(=O)O)[C@@]34Oc5c(c6c(c(c5C(C3=C[C@@H]1C[C@@H]4C(O2)(C)C)=O)O)C=C[C@](O6)(CC\C=C(\C)C)C)C\C=C(\C)C,1.24
CC(=O)Nc1ccc(O)cc1,5
c1(c(cc(OC)c(c1)OC)OC)\C=C\C,8.8
CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,0.38
c1(OC(N(CCCCCCN(C(Oc2c[n+](ccc2)C)=O)C)C)=O)c[n+](ccc1)C,0.2
NC1=Nc2c(ncn2COC(CO)CO)C(=O)N1,4.6
[H]N1Cc2cc(ccc2[C@H]1C)c1ccc2C(C(=CN(C3CC3)c2c1OC(F)F)C(=O)O[H])=O,1.23
C1CC[C@@H]([C@@H](C1)C(=O)N(C)CC(=O)NO)C(O)=O,6.3
CS(=O)(=O)c1cc(cc2c1n(c3c2CC[C@@H]3CC(=O)O)Cc4ccc(cc4)Cl)F,1.21
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,2.1
S=C1NC=Nc2[nH]cnc12,15
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C,11
CN\C(=C/N(=O)=O)\NCCSCc1csc(CN(C)C)n1,9.8
COc3cccc(c13)c(C(=O)N(CC2C)CCN2C)cn1CC4CCCCC4,3
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,11
NC1=NC(=O)N(C=C1)[C@@H]2CO[C@H](CO)O2,2.4
Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,5.1
N(CCN(CC)CC)C(C(=C(C1CNC=O)S2)C(=O)C(C2=CC=C2OC)=C2)=CC=1,3.1
c12c(n(c(=O)n(c2=O)C)C)ncn1CC1OCCO1,6.83
[H]N(CC(N1CCC[C@@H]1C#N)=O)C12C[C@@H]3C[C@H](C1)CC(C3)(C2)O[H],9.9
O1[C@H]2[C@@H]([C@H]([C@H]1[C@H](O)CO)OCCCN(C)C)OC(C)(C)O2,3.48
c1c2OCCc2c2[C@H](CCNC(CC)=O)CCc2c1,13.1
CN1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)O)OC,4.21
O1[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@H]4[C@H](C[C@@]3([C@]2(C(CO)=O)OC1(C)C)C)O,9.5
C([C@H]1c2c(cc(c(c2)O)O)CCN1)c1c2c(ccc1)cccc2,156
Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C,8.7
CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N2CCN(Cc3ccc4OCOc4c3)CC2,3.1
n1(cc(c(c2cc(c(c(c12)OC(F)F)N1C[C@@H](NCC1)C)F)=O)C(=O)O)C1CC1,2.7
CN1[C@@H](CCC1=O)c2cccnc2,0.89
c12c(ccc(o1)=O)cccc2,23.6
CCCCCCCCOCCOC(=O)CN(CC(=O)O)c1ccccc1OCCOc2ccccc2N(CC(=O)O)CC(=O)OCCOCCCCCCCC,14
CC[N+](C)(C)c1cccc(O)c1,9.6
Cc1cc(c(cc1C(=O)NC(=N)N)S(=O)(=O)C)n2cccc2,8.2
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,2.4
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,1.6
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,3.4
c12c([nH]cc1CCNC(C)=O)ccc(c2)OC,16.5
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,12
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,5.3
Clc1ccc(cc1)C(=O)NCCN2CCOCC2,10
COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC(C)C)C,15
NC1=NC(=O)c2ncn(CCC(CO)CO)c2N1,8.4
C(=N\c1ccncc1)(\N[C@@H](C(C)(C)C)C)NC#N,5.68
CN(C)C(=O)Oc1ccc[n+](C)c1,9.6
c1(c(c(cc(c1O)Cl)Cl)OC)C(=O)NC[C@H]1N(CCC1)CC,1.2
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,5.4
CN([C@@H]1CCCC[C@H]1N2CCCC2)C(=O)Cc3cccc4c3ccs4,3
[C@H]1(n2c(=O)nc(cc2)N)O[C@@H]([C@]([C@H]1O)(O)C#C)CO,1.6
Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C,1.6
c1(c(ccc(c1)S(C)(=O)=O)OC)C(NCCN(CC)CC)=O,4.7
NC(=O)c1csc(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,2.4
CN(C)CCC1Cc2cc(ccc2C=1Cc1cccnn1)F,2.33
C[N+]1([C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4)CC5CC5,25
COc1c2c(cc(c1N3CCC/C(=C(/CN)\F)/C3)F)c(=O)c(cn2C4CC4)C(=O)O,0.78
"n1(c(cnc1C)[N+](=O)[O-])C[C@@H](CCl)O
",1.08
[H]OC([C@@]1(CCN(C[C@H]1C)C1CCC(CC1)(C#N)c1ccc(cc1)F)c1ccccc1)=O,0.43
c1cn(c(=O)nc1N)[C@H]2CO[C@H](S2)CO,3
Cc1ccc(cc1Cc2ccc(s2)c3ccc(cc3)F)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,2.74
ClCCNC(=O)N(CCCl)N=O,78
CN\C(=N/CCSCc1nc[nH]c1C)\NC#N,8.1
c1(c(cc(N)c(c1)Cl)OC)C(N[C@@H]1[C@@H](C[N@@](CCCOc2ccc(F)cc2)CC1)OC)=O,1.5
CN(C)N=Nc1nc[nH]c1C(=O)N,2.6
CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc2ccccc2,11
CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4,5.3
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,290
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,30
NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1,6.6
CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,29
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,1.9
C1(C2C3C(N(C(C=3C(N=C(N3C=CC4)C=4)=C3)=O)[H])=O)[C@@H](N(C=2)C2)[C@@H](C=C(C=1)F)CN(C2)C(=O)N(CCCC1)C1,10.3
Cc1c(ccc2c1OC[C@H]([C@H]2c3ccc(cc3)O)c4ccc(cc4)O)O,8.42
COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3,15
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,6.1
c12c(Cc3cccnc3)c[nH]c1c([nH]c(n2)N)=O,6.2
CC(C)NCC(O)COc1cccc2[nH]ccc12,7.7
CN\C(=C/N(=O)=O)\NCCSCc1oc(CN(C)C)cc1,9.6
c1(c(cccc1)OC)OC[C@@H](CN1CCN(CC(Nc2c(cccc2C)C)=O)CC1)O,9.5
C\C=C\1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,7.4
CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC,0.7
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,1.5
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,8.2
O=S(=O)(N1CCCNCC1)c2cccc3cnccc23,77.5
c1ccc(cc1)COCC[N+]23CCC(CC2)(CC3)C(c4ccccc4)(c5ccccc5)O,35.95
[C@@H]1([C@H](CN(CC1)C(=O)CC#N)N(c1ncnc2[nH]ccc12)C)C,5.88
CC([N@+]1([C@@H]2C[C@@H](C[C@@H]1CC2)OC(=O)[C@@H](C3CCCC3)c4ccccc4)C)C,8.41
Sc1nc(N[C@@H]2C[C@H]2c3ccc(F)c(F)c3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1,3.38
CC(C)[C@@H](\C=C(/C)\C(=O)O)N(C)C(=O)[C@@H](NC(=O)[C@H]1CCCCN1C(C)C)C(C)(C)C,0.97
CC(C)([C@H](C(=O)O)N)S,10.65
CCCCCc1cc(c2c(c1)OC([C@H]3[C@H]2C=C(CC3)C(=O)O)(C)C)O,1.2
NC1=CC(=CNC1=O)c2ccncc2,8.9
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,2.8
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,5.6
COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,7.8
CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N,1.1
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4,1.6
NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2,4.8
OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,1
Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,0.3
o1c(=O)c(c(c2ccc(cc12)OCCCN1CCN(CC1)Cc1ccc(cc1)Cl)C)C,1.3
CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,12
c1ccc(cc1)C=1C(=O)OCC1c1ccc(cc1)S(=O)(=O)C,2
CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1,2
N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,1.4
CCN(C(=O)C)c1cccc(c1)c2ccnc3c(cnn23)C#N,16
CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,3.3
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@@H]1n5cnnn5,0.67
"CC(=O)Oc1ccc2c3c1O[C@@H]4[C@]35CC[N@@]([C@H](C2)[C@@H]5C=C[C@@H]4OC(=O)C)C
",212.3
CC(C)C[C@@H]1CN2CCc3cc(c(cc3[C@H]2C[C@H]1OC(=O)[C@H](C(C)C)N)OC)OC,1.71
CCc1c(cc(c(c1CC(=O)N(CCOC)CCOC)C(=O)c2ccc(c(c2)OC)OCCN3CCOCC3)O)O,6.87
C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@@H]4CC[C@@H](N)C[C@H]4O,3.96
N1([C@@H](CCCC1)C(=O)OC(CCCc1cnccc1)CCCc1cnccc1)C(=O)C(c1cc(c(c(c1)OC)OC)OC)=O,8.5
C(CCC(NCCCCCN(C(C)=O)O)=O)(N(CCCCCNC(CCC(N(CCCCCN)O)=O)=O)O)=O,8.33
c1ccc(cc1)n2cc(cc(c2=O)c3ccccc3C#N)c4ccccn4,0.1
c1(c2nc3c(c(=O)[nH]2)n(nc3CCC)C)c(ccc(c1)S(=O)(=O)N1CCN(CC1)C)OCC,9
Cc1cnc(cn1)C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@]3(NC(=O)[C@@H]4C[C@H](CN4C2=O)Oc5c6ccccc6c7ccccc7n5)C(=O)NS(=O)(=O)C8CC8,5.74
C[C@@H](C(NCC(O)=O)=O)S,1.48
[n+]1(N2CCOCC2)cc([NH-]C(OCC)=O)on1,11
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O,2.4
c1(C(NCCO[N+](=O)[O-])=O)cccnc1,8.9
CCOc1ccc(NC(=O)C)cc1,21
C[C@@H]1CCC[C@H](C)N1CCCC(O)(c2ccccc2)c3ccccn3,1.8
CC(C)NCCCNC(=O)Nc1c(C)cccc1C,4.5
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,9.4
n1(c2c(cccc2)[nH]c1=O)C=1CC[N@@](CCCC(c2ccc(F)cc2)=O)CC1,8.92
CC1=C(CCN2CCC(CC2)=C(c2ccc(cc2)F)c2ccc(cc2)F)C(N2C=CSC2=N1)=O,0.51
N1(C([C@H]2N(C([C@@H](NC([C@H](C([C@@H](OC(C[C@@H]([C@H](NC([C@H]([C@H](OC([C@@H]1Cc1ccc(cc1)OC)=O)C)NC([C@H](N(C([C@H]1N(C(=O)[C@@H](O)C)CCC1)=O)C)CC(C)C)=O)=O)[C@H](CC)C)O)=O)C(C)C)=O)C)=O)CC(C)C)=O)CCC2)=O)C,12.22
[H]O[C@]1(CC)CC(=O)OCC2=C1C=C1c3c(CN1C2=O)cc1cc(c(cc1n3)F)F,8.42
c1c2c(c(c(c1F)N3C[C@H]4[C@H](C3)OCCN4)C#N)n(cc(c2=O)C(=O)O)C5CC5,5.75
OCC(CO)NN1C(=O)c2c(C1=O)c3c4ccc(O)cc4n([C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c3c6[nH]c7cc(O)ccc7c26,25.3
C(OC(/C=C/C(=C1NC(/C=C/C(O)=O)=O)C=C(C=C1)O)=O)[C@@](C([C@@]([C@]1(C(O)=O)CC2)(CC2(C)C)[H])=CC2)([C@@](C)([C@]2([C@](C)([C@@]2(C(C)(C)C(C3)=O)[H])C3)[H])CC2)CC1,7.6
c1cc(c2ccsc2c1)N3CCN(CC3)CCCCOc4ccc5ccc(=O)[nH]c5c4,0.34
NC[C@@H](O)C[C@H]5O[C@H]4C[C@H]9O[C@@H](CC[C@@H]1O[C@H](CC1=C)CC[C@@]32O[C@@H]6[C@@H]8O[C@H](C2)[C@H](O3)[C@@H]8O[C@H]7CC[C@H](CC(=O)O[C@@H]4[C@H]5OC)O[C@H]67)C[C@@H](C)C9=C,0.75
CN[C@H]1CN(C[C@@H]1OC)c2ccc3c(=O)c(cn(c3n2)c4nccs4)C(=O)O,0.79
c1(C(c2ccc(SC)cc2)=O)c([nH]c([nH]1)=O)C,19.1
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3,5.9
c1(c(cc(Cl)c(c1)N)C(NCCN(CC)CC)=O)O[C@@H](C(C)=O)C,9.32
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,7.3
Cc1ccc(cn1)c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)C,0.79
CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,6.1
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,32
N\N=C\1/NN=Cc2ccccc12,85
CC(C)NCC(O)c1ccc(O)c(O)c1,56
COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C,26
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,1.8
CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,2
C#CC[C@@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,6
N[C@@H]1CN(CC12CC2)c3c(F)cc4C(=O)C(=CN([C@@H]5C[C@@H]5F)c4c3Cl)C(=O)O,3.7
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,3.4
CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,8.5
Cc1cccc(c1)N2CC(CO)OC2=O,11
CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C,8.4
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,2.1
[H]N([H])C(C(CCn1ccnc1C)(c1ccccc1)c1ccccc1)=O,6.1
c1(OCCCN(C)C)c2c(n(n1)Cc1ccccc1)cccc2,2.28
c1(nc2c(s1)CN(CC2)C)C(=O)N[C@H]1[C@@H](NC(=O)C(=O)Nc2ncc(Cl)cc2)CC[C@H](C(=O)N(C)C)C1,5.19
CC(C)Oc1ccccc1N1CCN(CC1)Cc1cccc(c1)C(N1CCCCC1)=O,6.17
CC(=N)N1CC[C@@H](C1)Oc2ccc(cc2)[C@H](Cc3ccc4ccc(cc4c3)C(=N)N)C(=O)O,1.86
C1C(=Cc2c(O1)cc(cc2)O)c1ccc(cc1)O,59.1
COc1cc2nn[nH]c2cc1C(=O)NCC3CCCN3CC=C,6.6
COc1cc(NS(=O)(=O)C)ccc1Nc2c3ccccc3nc4ccccc24,4.3
c12c3c4c(ccc(c4O)O)C[C@H]1[N@@](CCc2ccc3)C,40
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C,18
CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,2.5
CCOC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,13
C[C@H](c1c[nH]cn1)c2cccc(C)c2C,11
CN1CCC[C@@H]1Cc2c[nH]c3ccc(CCS(=O)(=O)c4ccccc4)cc23,5.3
CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O,2.4
CN1C(=O)C(O)N=C(c2ccccc2Cl)c3cc(Cl)ccc13,4
CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,1.4
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,1.2
CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,2.5
C(C(F)(F)F)(C(F)(F)F)(F)F,590.71
S=P(N1CC1)(N2CC2)N3CC3,6.7
c1c(OC[C@@H](CNCc2cc(c(OC)cc2)OC)O)cc2c(c1)[nH]c(cc2)=O,8.9
CN(CCCN1CCc2cc(c(cc2CC1=O)OC)OC)CCc3ccc(c(c3)OC)OC,8.4
c1ccc(cc1)C(Cc2ccccn2)N,1.8
CC(C)(C[C@@H](C(=O)NC1(CC1)C#N)N[C@@H](c2ccc(cc2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F)F,0.19
COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)C(C)(C)O)c4,5.1
N1(C(Cc2c(CC1)cc(c(c2)OC)OC)=O)CCC[N@@](C)C[C@@H]1c2cc(c(cc2C1)OC)OC,10.27
[H]n1c2ccncc2nc1c1ccc(cc1OC)S(C)=O,20.7
CC1=C(C=C(C=C1F)C(=O)NC1CC1)C1=CC=C(C=N1)C(=O)NCC(C)(C)C,3.77
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,10
CCc1cccc2cc(oc12)C(O)CNC(C)(C)C,8.9
[C@H]1([C@H]([C@@H]([C@H](C(O1)c1ccc(c(c1)Cc1ccc(cc1)OCC)Cl)O)O)O)CO,3
CC[C@@H](CO)NCCN[C@@H](CC)CO,10
COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,2.8
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,23
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,23
